X	FUNKCJA INTERPOLOWANA	INTERPOLACJA Z WÊZ£AMI RÓWNOODLEG£YMI	INTERPOLACJA Z WÊZ£AMI CZEBYSZEWA
-1.0000000000000000	0.0909090909090909	0.0909090909090909	0.0787903656624540
-0.9900000000000000	0.0960171925096357	0.1551845607718773	0.0958465238983877
-0.9800000000000000	0.1014360935795428	0.2034510755508261	0.1088349000527739
-0.9700000000000000	0.1071843522331735	0.2384521528391846	0.1186808452872725
-0.9600000000000000	0.1132813566385379	0.2626117087365233	0.1261907286804305
-0.9500000000000000	0.1197473010127759	0.2780614463835935	0.1320624879941917
-0.9399999999999999	0.1266031469976065	0.2866664744878005	0.1368954913156173
-0.9299999999999999	0.1338705678008785	0.2900492410481477	0.1411997428325334
-0.9199999999999999	0.1415718722309992	0.2896118645768061	0.1454044648618275
-0.9099999999999999	0.1497299055083032	0.2865569422661496	0.1498660871386637
-0.8999999999999999	0.1583679235272972	0.2819069117645240	0.1548756732864672
-0.8899999999999999	0.1675094370864177	0.2765220405005053	0.1606658133252128
-0.8799999999999999	0.1771780225224884	0.2711171138333066	0.1674170100346298
-0.8699999999999999	0.1873970952155580	0.2662768907056325	0.1752635859743916
-0.8599999999999999	0.1981896426014390	0.2624703929339965	0.1842991369709298
-0.8499999999999999	0.2095779136839610	0.2600640917896526	0.1945815569108832
-0.8399999999999999	0.2215830626203306	0.2593340531001745	0.2061376577360769
-0.8299999999999998	0.2342247448066270	0.2604770997366875	0.2189674076105633
-0.8199999999999998	0.2475206650611255	0.2636210480441475	0.2330478093299261
-0.8099999999999998	0.2614860790308448	0.2688340725212179	0.2483364401641706
-0.7999999999999998	0.2761332508615360	0.2761332508615358	0.2647746734685050
-0.7899999999999998	0.2914708724868526	0.2854923393288446	0.2822906015604517
-0.7799999999999998	0.3075034525980895	0.2968488263539049	0.3008016785495125
-0.7699999999999998	0.3242306864085012	0.3101103102106557	0.3202171010109694
-0.7599999999999998	0.3416468206415532	0.3251602446520740	0.3404399436248201
-0.7499999999999998	0.3597400316177766	0.3418630944619578	0.3613690661491409
-0.7399999999999998	0.3784918377038564	0.3600689410067198	0.3829008073659202
-0.7299999999999998	0.3978765704795565	0.3796175760506129	0.4049304809277101
-0.7199999999999998	0.4178609314832979	0.4003421203279154	0.4273536873409036
-0.7099999999999997	0.4384036629898891	0.4220722016458252	0.4500674556514020
-0.6999999999999997	0.4594553616143430	0.4446367256215082	0.4729712277454405
-0.6899999999999997	0.4809584623015474	0.4678662705352135	0.4959676975459908
-0.6799999999999997	0.5028474171872068	0.4915951362079833	0.5189635167701906
-0.6699999999999997	0.5250490887361777	0.5156630752865502	0.5418698783181777
-0.6599999999999997	0.5474833694603396	0.5399167338388918	0.5646029877859128
-0.6499999999999997	0.5700640315516197	0.5642108267309204	0.5870844330352732
-0.6399999999999997	0.5926997993033897	0.5884090718672704	0.6092414612129565
-0.6299999999999997	0.6152956258068039	0.6123849060364380	0.6310071720858118
-0.6199999999999997	0.6377541438477544	0.6360220038019664	0.6523206360529433
-0.6099999999999997	0.6599772500676928	0.6592146196262935	0.6731269447052537
-0.5999999999999996	0.6818677722016154	0.6818677722016154	0.6933772013299568
-0.5899999999999996	0.7033311624254835	0.7038972887920110	0.7130284583002993
-0.5799999999999996	0.7242771562288237	0.7252297262624591	0.7320436078510515
-0.5699999999999996	0.7446213362188904	0.7458021843825905	0.7503912323148025
-0.5599999999999996	0.7642865439847055	0.7655620259453866	0.7680454194858477
-0.5499999999999996	0.7832040903812634	0.7844665172329092	0.7849855483846646
-0.5399999999999996	0.8013147247872225	0.8024824013918551	0.8011960503176362
-0.5299999999999996	0.8185693362273195	0.8195854163506036	0.8166661497633719
-0.5199999999999996	0.8349293727445852	0.8357597680158131	0.8313895892680008
-0.5099999999999996	0.8503669790089217	0.8509975686298454	0.8453643421978041
-0.4999999999999996	0.8648648648648656	0.8652982493497172	0.8585923168767553
-0.4899999999999995	0.8784159285149197	0.8786679553231866	0.8710790553305687
-0.4799999999999995	0.8910226666951100	0.8911189307873674	0.8828334295660467
-0.4699999999999995	0.9026964101795897	0.9026689009992318	0.8938673380346928
-0.4599999999999995	0.9134564261691447	0.9133404571248352	0.9041954046638252
-0.4499999999999995	0.9233289297275996	0.9231604495644664	0.9138346825843117
-0.4399999999999995	0.9323460447676570	0.9321593945734473	0.9228043644436276
-0.4299999999999995	0.9405447516122734	0.9403708984524105	0.9311255009639413
-0.4199999999999995	0.9479658533853956	0.9478311030258043	0.9388207291886123
-0.4099999999999995	0.9546529879333454	0.9545781556025468	0.9459140116555644
-0.3999999999999995	0.9606517061174303	0.9606517061174304	0.9524303875429054
-0.3899999999999995	0.9660086315467283	0.9660924336854534	0.9583957366500050
-0.3799999999999994	0.9707707114439196	0.9709416043630416	0.9638365569066518
-0.3699999999999994	0.9749845635688411	0.9752406614994457	0.9687797559422604
-0.3599999999999994	0.9786959200883640	0.9790308496778358	0.9732524570978861
-0.3499999999999994	0.9819491660259706	0.9823528728880370	0.9772818201240588
-0.3399999999999994	0.9847869674388130	0.9852465872408627	0.9808948766781348
-0.3299999999999994	0.9872499826994783	0.9877507282268874	0.9841183806150636
-0.3199999999999994	0.9893766491214928	0.9899026722396342	0.9869786729552321
-0.3099999999999994	0.9912030365643081	0.9917382318238218	0.9895015613119671
-0.2999999999999994	0.9927627594833662	0.9932914838729413	0.9917122134691719
-0.2899999999999994	0.9940869390554831	0.9945946297862273	0.9936350647160745
-0.2799999999999994	0.9952042074194458	0.9956778864025237	0.9952937384711203
-0.2699999999999994	0.9961407466482073	0.9965694063568542	0.9967109796601666
-0.2599999999999993	0.9969203557469425	0.9972952263540571	0.9979086002551447
-0.2499999999999993	0.9975645396980030	0.9978792417220195	0.9989074363281759
-0.2399999999999993	0.9980926153089085	0.9983432054940962	0.9997273159320926
-0.2299999999999993	0.9985218293330879	0.9987067501756172	1.0003870370816508
-0.2199999999999993	0.9988674850044148	0.9989874302723313	1.0009043550797161
-0.2099999999999993	0.9991430737424110	0.9992007835984404	1.0012959784094941
-0.1999999999999993	0.9993604093380237	0.9993604093380235	1.0015775723969051
-0.1899999999999993	0.9995297624174135	0.9994780608053220	1.0017637698362833
-0.1799999999999993	0.9996599934038052	0.9995637508360374	1.0018681877676967
-0.1699999999999993	0.9997586825581641	0.9996258677426898	1.0019034495946284
-0.1599999999999993	0.9998322559827761	0.9996712997816110	1.0018812117366458
