X	FUNKCJA INTERPOLOWANA	INTERPOLACJA Z WÊZ£AMI RÓWNOODLEG£YMI	INTERPOLACJA Z WÊZ£AMI CZEBYSZEWA
-1.0000000000000000	0.0909090909090909	0.0909090909090909	0.0772761233856341
-0.9900000000000000	0.0960171925096357	0.1083999550534618	0.0863420102892521
-0.9800000000000000	0.1014360935795428	0.1257709333530558	0.0957697502828478
-0.9700000000000000	0.1071843522331735	0.1430203318159163	0.1055456170775963
-0.9600000000000000	0.1132813566385379	0.1601464736479749	0.1156560237378590
-0.9500000000000000	0.1197473010127759	0.1771476992530507	0.1260875226811823
-0.9399999999999999	0.1266031469976065	0.1940223662328509	0.1368268056783010
-0.9299999999999999	0.1338705678008785	0.2107688493869707	0.1478607038531323
-0.9199999999999999	0.1415718722309992	0.2273855407128930	0.1591761876827839
-0.9099999999999999	0.1497299055083032	0.2438708494059886	0.1707603669975450
-0.8999999999999999	0.1583679235272972	0.2602232018595162	0.1826004909808945
-0.8899999999999999	0.1675094370864177	0.2764410416646224	0.1946839481694954
-0.8799999999999999	0.1771780225224884	0.2925228296103418	0.2069982664531972
-0.8699999999999999	0.1873970952155580	0.3084670436835966	0.2195311130750354
-0.8599999999999999	0.1981896426014390	0.3242721790691970	0.2322702946312313
-0.8499999999999999	0.2095779136839610	0.3399367481498414	0.2452037570711927
-0.8399999999999999	0.2215830626203306	0.3554592805061155	0.2583195856975136
-0.8299999999999998	0.2342247448066270	0.3708383229164932	0.2716060051659728
-0.8199999999999998	0.2475206650611255	0.3860724393573366	0.2850513794855379
-0.8099999999999998	0.2614860790308448	0.4011602110028950	0.2986442120183585
-0.7999999999999998	0.2761332508615360	0.4161002362253063	0.3123731454797745
-0.7899999999999998	0.2914708724868526	0.4308911305945957	0.3262269619383074
-0.7799999999999998	0.3075034525980895	0.4455315268786764	0.3401945828156689
-0.7699999999999998	0.3242306864085012	0.4600200750433499	0.3542650688867545
-0.7599999999999998	0.3416468206415532	0.4743554422523050	0.3684276202796463
-0.7499999999999998	0.3597400316177766	0.4885363128671187	0.3826715764756115
-0.7399999999999998	0.3784918377038564	0.5025613884472560	0.3969864163091052
-0.7299999999999998	0.3978765704795565	0.5164293877500694	0.4113617579677664
-0.7199999999999998	0.4178609314832979	0.5301390467307997	0.4257873589924224
-0.7099999999999997	0.4384036629898891	0.5436891185425753	0.4402531162770845
-0.6999999999999997	0.4594553616143430	0.5570783735364125	0.4547490660689515
-0.6899999999999997	0.4809584623015474	0.5703055992612157	0.4692653839684067
-0.6799999999999997	0.5028474171872068	0.5833696004637771	0.4837923849290219
-0.6699999999999997	0.5250490887361777	0.5962691990887763	0.4983205232575521
-0.6599999999999997	0.5474833694603396	0.6090032342787817	0.5128403926139401
-0.6499999999999997	0.5700640315516197	0.6215705623742487	0.5273427260113143
-0.6399999999999997	0.5926997993033897	0.6339700569135213	0.5418183958159897
-0.6299999999999997	0.6152956258068039	0.6462006086328309	0.5562584137474655
-0.6199999999999997	0.6377541438477544	0.6582611254662967	0.5706539308784297
-0.6099999999999997	0.6599772500676928	0.6701505325459265	0.5849962376347534
-0.5999999999999996	0.6818677722016154	0.6818677722016152	0.5992767637954967
-0.5899999999999996	0.7033311624254835	0.6934118039611459	0.6134870784929027
-0.5799999999999996	0.7242771562288237	0.7047816045501896	0.6276188902124032
-0.5699999999999996	0.7446213362188904	0.7159761678923051	0.6416640467926146
-0.5599999999999996	0.7642865439847055	0.7269945051089391	0.6556145354253399
-0.5499999999999996	0.7832040903812634	0.7378356445194265	0.6694624826555672
-0.5399999999999996	0.8013147247872225	0.7484986316409894	0.6832001543814713
-0.5299999999999996	0.8185693362273195	0.7589825291887385	0.6968199558544138
-0.5199999999999996	0.8349293727445852	0.7692864170756719	0.7103144316789420
-0.5099999999999996	0.8503669790089217	0.7794093924126756	0.7236762658127874
-0.4999999999999996	0.8648648648648656	0.7893505695085240	0.7368982815668702
